#Strain	Comment
RJS35015R	Monsanto Technology LLC, PVP 201500173
RJS35016X	Pioneer Hi-Bred International, Inc., PVP 200800154
RJS36001	Monsanto Technology LLC, PVP 201500174
RJS36008X	Monsanto Technology, LLC, PVP 201600185
RJS36010X	Pioneer Hi-Bred International, Inc., PVP 200900187
RJS37001	Pioneer Hi-Bred International, Inc., PVP 200800138
RJS37002	Pioneer Hi-Bred International, Inc., PVP 201000499
RJS37004	Pioneer Hi-Bred International, Inc., PVP 201000500
RJS37005	Pioneer Hi-Bred International, Inc., PVP 201000189
RJS37006	Pioneer Hi-Bred International, Inc., PVP 201100239
RJS37007	Pioneer Hi-Bred International, Inc., PVP 201200273
RJS37008	Pioneer Hi-Bred International, Inc., PVP 201500274
RJS37012R	Pioneer Hi-Bred International, Inc., PVP 201500175
RJS37015R	Pioneer Hi-Bred International, Inc., PVP 201600187
RJS37018R	Pioneer Hi-Bred International, Inc., PVP 200900188
RJS38001	Pioneer Hi-Bred International, Inc., PVP 200900189
RJS38002	Pioneer Hi-Bred International, Inc., PVP 201000188
RJS38003	Pioneer Hi-Bred International, Inc., PVP 201000197
RJS38005	Pioneer Hi-Bred International, Inc., PVP 201000185
RJS38006	Pioneer Hi-Bred International, Inc., PVP 201100238
RJS38007	Pioneer Hi-Bred International, Inc., PVP 201100237
RJS38008	Pioneer Hi-Bred International, Inc., PVP 201100236
RJS38009	Pioneer Hi-Bred International, Inc., PVP 201100235
RJS38010	Pioneer Hi-Bred International, Inc., PVP 201200274
RJS38011	Pioneer Hi-Bred International, Inc., PVP 201200275
RJS38012	Pioneer Hi-Bred International, Inc., PVP 200800139
RJS39001	Pioneer Hi-Bred International, Inc., PVP 200900190
RJS39002	Pioneer Hi-Bred International, Inc., PVP 200900171
RJS39003	Pioneer Hi-Bred International, Inc., PVP 201000501
RJS39005	Pioneer Hi-Bred International, Inc., PVP 201000502
RJS39006	Pioneer Hi-Bred International, Inc., PVP 201000184
RJS39007	Pioneer Hi-Bred International, Inc., PVP 201100234
RJS39008	Pioneer Hi-Bred International, Inc., PVP 201500275
RJS39010R	Monsanto Technology, LLC, PVP 201600173
RJS39013X	Pioneer Hi-Bred International, Inc., PVP 200900170
RJS40001	Pioneer Hi-Bred International, Inc., PVP 200900169
RJS40002	Pioneer Hi-Bred International, Inc., PVP 201000503
RJS40005	Pioneer Hi-Bred International, Inc., PVP 201000504
RJS40007	Pioneer Hi-Bred International, Inc., PVP 201000182
RJS40008	Pioneer Hi-Bred International, Inc., PVP 201100233
RJS40009	Pioneer Hi-Bred International, Inc., PVP 201200276
RJS40010	Pioneer Hi-Bred International, Inc., PVP 201500176
RJS40014R	Pioneer Hi-Bred International, Inc., PVP 200800136
RJS41001	Pioneer Hi-Bred International, Inc., PVP 200900168
RJS41002	Pioneer Hi-Bred International, Inc., PVP 201100232
RJS41003	Pioneer Hi-Bred International, Inc., PVP 201100231
RJS41004	Monsanto Technology LLC, PVP 201500177
RJS41007R2	Pioneer Hi-Bred International, Inc., PVP 201000181
RJS42001	Pioneer Hi-Bred International, Inc., PVP 201000505
RJS42002	Pioneer Hi-Bred International, Inc., PVP 201100172
RJS42004	Pioneer Hi-Bred International, Inc., PVP 201200277
RJS42005	Pioneer Hi-Bred International, Inc., PVP 201300279
RJS42006	Pioneer Hi-Bred International, Inc., PVP 201000508
RJS43003	Pioneer Hi-Bred International, Inc., PVP 200800137
RJS44001	Pioneer Hi-Bred International, Inc., PVP 201100230
RJS44002	Pioneer Hi-Bred International, Inc., PVP 201200278
RJS44003	Pioneer Hi-Bred International, Inc., PVP 201300280
RJS44005	Pioneer Hi-Bred International, Inc., PVP 201600215
RJS44009R	Pioneer Hi-Bred International, Inc., PVP 200900167
RJS45001	Pioneer Hi-Bred International, Inc., PVP 201000509
RJS45002	Pioneer Hi-Bred International, Inc., PVP 201000170
RJS46001	Pioneer Hi-Bred International, Inc., PVP 201000510
RJS46002	Pioneer Hi-Bred International, Inc., PVP 201100229
RJS46003	Pioneer Hi-Bred International, Inc., PVP 201300281
RJS46005	Pioneer Hi-Bred International, Inc., PVP 201300282
RJS46006	Pioneer Hi-Bred International, Inc., PVP 201500276
RJS46007SR	Pioneer Hi-Bred International, Inc., PVP 200900165
RJS47001	Pioneer Hi-Bred International, Inc., PVP 201000183
RJS47002	Pioneer Hi-Bred International, Inc., PVP 201000511
RJS47004	Pioneer Hi-Bred International, Inc., PVP 201000512
RJS47006	Pioneer Hi-Bred International, Inc., PVP 201000580
RJS47007	Pioneer Hi-Bred International, Inc., PVP 201100170
RJS47008	Pioneer Hi-Bred International, Inc., PVP 201300283
RJS47011	Pioneer Hi-Bred International, Inc., PVP 201200235
RJS47012	Pioneer Hi-Bred International, Inc., PVP 201500277
RJS47015R	Pioneer Hi-Bred International, Inc., PVP 201600194
RJS47016R	Pioneer Hi-Bred International, Inc., PVP 200900166
RJS48001	Pioneer Hi-Bred International, Inc., PVP 201000513
RJS48002	Pioneer Hi-Bred International, Inc., PVP 201000180
RJS48005	Pioneer Hi-Bred International, Inc., PVP 201000514
RJS48006	Pioneer Hi-Bred International, Inc., PVP 201000581
RJS48007	Pioneer Hi-Bred International, Inc., PVP 201500278
RJS48011R	Pioneer Hi-Bred International, Inc., PVP 201500279
RJS48012R	Monsanto Technology, LLC, PVP 201600176
RJS48014X	Pioneer Hi-Bred International, Inc., PVP 200800140
RJS49001	Pioneer Hi-Bred International, Inc., PVP 201000179
RJS49002	Pioneer Hi-Bred International, Inc., PVP 201000178
RJS49003	Pioneer Hi-Bred International, Inc., PVP 201000521
RJS49004	Pioneer Hi-Bred International, Inc., PVP 201000515
RJS49005	Pioneer Hi-Bred International, Inc., PVP 201000516
RJS49006	Pioneer Hi-Bred International, Inc., PVP 201000517
RJS49007	Pioneer Hi-Bred International, Inc., PVP 201200242
RJS49012	Pioneer Hi-Bred International, Inc., PVP 201500280
RJS49015R	Pioneer Hi-Bred International, Inc., PVP 201500281
RJS49016R	Monsanto Technology LLC, PVP 201500178
RJS49017R2	Pioneer Hi-Bred International, Inc., PVP 201100228
RJS50001	Pioneer Hi-Bred International, Inc., PVP 201000177
RJS50002	Pioneer Hi-Bred International, Inc., PVP 201500179
RJS50005R	Pioneer Hi-Bred International, Inc., PVP 201000176
RJS51001	Pioneer Hi-Bred International, Inc., PVP 201600192
RJS51006SR	Pioneer Hi-Bred International, Inc., PVP 201200280
RJS52003	Pioneer Hi-Bred International, Inc., PVP 201000175
RJS53001	Pioneer Hi-Bred International, Inc., PVP 201000174
RJS53002	Pioneer Hi-Bred International, Inc., PVP 201100171
RJS53003	Pioneer Hi-Bred International, Inc., PVP 201200281
RJS53004	Pioneer Hi-Bred International, Inc., PVP 201600193
RJS53008R	Pioneer Hi-Bred International, Inc., PVP 201000173
RJS54001	Pioneer Hi-Bred International, Inc., PVP 201000518
RJS54003	Pioneer Hi-Bred International, Inc., PVP 201100227
RJS54004	Pioneer Hi-Bred International, Inc., PVP 201200282
RJS54005	Pioneer Hi-Bred International, Inc., PVP 201200283
RJS55002	Pioneer Hi-Bred International, Inc., PVP 201100168
RJS55003	Pioneer Hi-Bred International, Inc., PVP 201200284
RJS55004	Pioneer Hi-Bred International, Inc., PVP 201500180
RJS55005R	Pioneer Hi-Bred International, Inc., PVP 201600213
RJS55006R	Pioneer Hi-Bred International, Inc., PVP 201000171
RJS56001	Pioneer Hi-Bred International, Inc., PVP 201000519
RJS56002	Pioneer Hi-Bred International, Inc., PVP 201000172
RJS57001	Pioneer Hi-Bred International, Inc., PVP 201000520
RJS57002	Pioneer Hi-Bred International, Inc., PVP 201000574
RJS57003	Pioneer Hi-Bred International, Inc., PVP 201600197
RJS57005SR	Pioneer Hi-Bred International, Inc., PVP 201600206
RJS58001R	Pioneer Hi-Bred International, Inc., PVP 201200285
RJS59001	Pioneer Hi-Bred International, Inc., PVP 201600195
RJS68001R	Monsanto Technology LLC, PVP 201500181
RJS72001R2	Pioneer Hi-Bred International, Inc., PVP 201200256
RJS73001	Ottilie Seed Farms, PVP 7300051
RO-711	Ottilie Seed Farms, PVP 7300052
RO1-52F	Rogue selection from Nanking (PI 71597)
Roanoke	CV-510, F4
Roberts	Callahan Enterprises, Inc., PVP 7800021
Rocky	Selection from Tokyo
Rokusun 25A	Selection from Haberlandt in Goldsboro, NC
RR2S10-5737	Agripro Seeds, Inc., PVP 7900013
RS 2300	Advanta USA, Inc., PVP 8300027
RS4	Advanta USA, Inc., PVP 8300145
Ruby	Introduction; From Krasnador Russia
Runo	John A. Barton, PVP 7600017
S Machi	Selected from Illini 1938 by Lee Mumford, reselected 1942 by Missouri AES
S-1990	Callahan Enterprises, Inc., PVP 7800098
S00-9970-09	GP-330, F4:F6
S03-W4	Female parent was an unspecified PI line
S05-4604RR	RR1
S06-12749	NAM Strain
S06-4649	This may be the same as S06-4649
S06-CL968413	Selection from colchicine treated Chippewa
S07-15722	This may be the same as S07-15722
S08-095	MON RR
S08-12102	MON RR
S08-14072	SCN
S08-14100	RR, SCN
S08-18569	MON RR
S08-8972	RR, SCN
S08-9727RR1	RR, SCN
S08-9936	RR, SCN
S08-9942RR	SCN
S08-9947	STS
S09-10320	SCN
S09-10857	SCN
S09-13608	SCN, SC
S09-14199	CONV
S09-333	MON RR
S09-5587	MON RR
S09-6201	MON RR
S09-6262	CONV
S09-9618	DIV
S09-9937	STS
S10	SCN
S10-10368	SCN
S10-10821	SCN
S10-2635	MON RR2Y
S10-6401	SCN
S10-7543	SCN
S10-8511	SCN
S10-8604	SCN
S10-8860	SCN
S11-17054	MON RR
S11-20124	CV-532
S11-20124RR1	MON RR
S11-20182	MON RR
S11-20195	MON RR
S11-20321	MON RR
S11-20337RR1	MON RR
S11-20345	MON RR
S11-20356	CONV
S11-21219	MON RR2Y
S11-8642RR	MON RR2Y
S11-8787	MON RR2Y
S11-8789	MON RR2Y
S11-8794	MON RR2Y
S11-9938	MON RR2Y
S12-10992	MON RR2Y
S12-11150	MON RR2Y
S12-4718C	MON RR
S12-5912	MON RR
S13-10590	Conv.
S13-10592	Conv.
S13-1805	Conv.
S13-1955	Conv.
S13-2743	Conv.
S13-3851	Conv.
S13-9169	RR1
S14-15138RR	CV-534
S14-15146GT	RR1
S14-15146R	Reg. no. CV-534
S14-15164GT	RR1
S14-2088	Conv.
S14-6205	Conv.
S14-7233GT	RR1 High Protein or Oil
S14-8943R	RR1, High Protein or Oil
S14-9017R	RR1
S14-9051R	RR1
S14-9412R	Conv.
S15-10434C	Conv.
S15-10710C	High Protein, Conv.
S15-10879C	Conv
S15-10924C	Conv
S15-12003C	Conv.
S15-12298C	Conv.
S15-15809C	Conv.
S15-16499C	Conv.
S15-16505C	Conv.
S15-16535C	Conv.
S15-16569C	Conv.
S15-16592C	Conv.
S15-16886C	Conv.
S15-17108C	Conv, HO
S15-17688C	Conv., HO
S15-17812C	HO, RR1
S15-17875R	RR2, HO, High Protein
S15-2702	RR2
S15-2702RY	High Protein or Oil, RR2
S15-3772RY	RR2
S15-3847RY	RR2
S15-50	RR2, High Protein
S15-5904RY	RR2
S15-6047R	RR1
S15-7174R	RR1
S15-7499	RR1
S15-7499R	RR1
S15-8839RR	RR1
S16-14801C	RKN, SCN, SC, Excluder
S16-3747R	RKN, SCN, SC, Excluder
S16-3747RY	RKN, SCN, RN, Excluder
S17-1263C	RKN, SCN, SC
S17-17644C	RKN, SCN, SC, Excluder
S20-17501	Novartis Seeds, Inc., PVP 9000163
S20-2017	Novartis Seeds, Inc., PVP 9500192
S20-91	Novartis Seeds, Inc., PVP 9500193
S32-Z3	Stone Seed Company, Inc., PVP 8600024
S4-7346	PVP 8400122 
S49-5	CV-68
S5-7144	Selection from L44-1458
S52-5164	Selection from L44-1458
S55-7075	Selection from S54-1207
S59-119	Radiation mutant from Clark
S59-60	Novartis Seeds, Inc., PVP 9500194
S63-6407	Sub-line of Custer
S75-489	PVP 8500067
S82-3641	PVP 9100061
S83-1205	Novartis Seeds, Inc., PVP 9000263
S85-1009	PVP 9200215
S94-1808	SCN resistance
S94-1955	Anand seed co.
S96-3418	GP-300
S99-2176	4 selection composited in the F5 generation, GP-361
SA10-8471	F4, Conv.
SA12-1451	F4, Conv.
SA12-1455	F4, Conv.
SA13-1385	F4, Conv.
SA14-5743	F4, Conv.
SA14-5754	F4, Conv.
SA21-6866	Selection from PI 80462
Sac	CV-515
Saluki 4313	F5:F2, CV-506
Saluki 4411	F5
Saluki 4910	Introduction; Introduced from Russian Federation ca. 1964
Salut 216	PVP 8600068
Sampson	Prairie Seed Company, Inc., PVP 8600008
Sanalona	Ohio Agricultural Research and Development Center, The Ohio State University Research Foundation, PVP 9400008
Sandusky	South Carolina Agriculture and Forestry Research System, PVP 200100207
Santee	Sib of Walsh, CV-438
SC00-603RR	May be the same as SC00-643RR
SC01-805RR	May be the same as SC01-809RR
SC04-386RR	LOW LIN
SC05-642RR	Long juvenile trait
SC06-007RR	Long juvenile trait
SC06-013RR	Long juvenile trait
SC06-045RR	Long juvenile trait
SC06-051RR	Long juvenile trait
SC06-247RR	Long juvenile trait
SC06-260RR	Long juvenile trait
SC06-301RR	Long juvenile trait
SC06-306RR	Long juvenile trait
SC06-5214RR	Long juvenile trait
SC06-5306RR	Long juvenile trait
SC06-5640RR	Long juvenile trait
SC09-238RR	Conv.
SC10-07	LJ
SC10-128	LJ
SC10-142	Conv., LJ Trait
SC10-154	LJ
SC10-170	Conv., LJ Trait
SC10-179	LJ
SC10-191	LJ
SC10-231	Conv., LJ Trait
SC10-258	RR1
SC10-261RR	LJ
SC10-270RR	LJ
SC10-273RR	LJ
SC10-29	LJ
SC10-318RR	LJ
SC10-359RR	LJ
SC10-394RR	LJ
SC10-397RR	RR1, LJ Trait
SC10-399RR	LJ
SC10-400RR	LJ
SC10-401RR	LJ
SC10-404RR	LJ, RR1
SC10-406RR	LJ
SC10-455RR	LJ
SC10-456RR	Conv., LJ Trait
SC84-818	PVP 9600151
SC89-147	PVP 9700396 
SC91-1791	PVP 200100207
SC97-1770	Resistance to Mn deficiency
SC98-1850	Long-juvenile trait
Schillinger XY2510	Selected from Manchu ca. 1925
SD-M-91-1574	PVP 9800137
SD01-76R	CV-510, F4
SD03-730	CV-511
SD1091RR	Minnesota Agricultural Experiment Station, University of Minnesota, PVP 200600015
SD1092RR	South Dakota Agricultural Experiment Station, PVP 200600184
SD1111RR	Minnesota Agricultural Experiment Station, University of Minnesota, PVP 200400288
SD1161RR	South Dakota Agricultural Experiment Station, PVP 200800185
SDX02FA-5-4	Parentage conflict
SDX98-82-9-2	Monsanto Technology, LLC, PVP 200300018
SE71112	Monsanto Technology, LLC, PVP 200300026
SE73206	Monsanto Technology, LLC, PVP 200300024
SE73224	Monsanto Technology, LLC, PVP 200200040
SE80014	Monsanto Technology, LLC, PVP 200300125
SE84950	Monsanto Technology, LLC, PVP 200300027
SECAN 02-13	Louis Bellatti, PVP 7200078
Seedmakers I-E	Selection from PI 93058, Zhejiang, China
Semmes	Selected from FC 03654
Seneca	Monsanto Technology, LLC, PVP 9700274
SF477RR	Monsanto Technology, LLC, PVP 9700272
SF567RR	Monsanto Technology, LLC, PVP 9800178
SG 468 RR	Monsanto Technology, LLC, PVP 9800180
SG 498 RR	Monsanto Technology, LLC, PVP 9800083
SG 567 RR	Monsanto Technology, LLC, PVP 9800084
SG 597 RR	Monsanto Technology, LLC, PVP 9800085
SG 617 RR	Monsanto Technology, LLC, PVP 9800179
SG 678 RR	Monsanto Technology, LLC, PVP 9800177
SG 708 RR	Monsanto Technology, LLC, PVP 9900257
SG4460NRR	Sure Grow
SG498RR	Commercial Check
Shelby	PVP 8700007 
Sherman	NDSU Research Foundation, PVP 200700352
Sheyenne	Selection from Sheyenne
Sheyenne-1	Advanta USA, Inc., PVP 8300006
Shiloh	Introduction; PI 200530 maybe
Shore	Conv.
SHOW ME SOY 4301 C	PVP 8600137
Sibley	Literature reports parents as McCall x 2S11. PVP has SA198 x 2S11
Sigco KG20	PVP 8300012
Simpson	Selected from PI 81021
SJ0800225	Syngenta Crop Protection AG, PVP 201300419
SJ1012347	Syngenta Crop Protection AG, PVP 201300405
SJ1012389	Syngenta Crop Protection AG, PVP 201300427
SJ1012477	Syngenta Crop Protection AG, PVP 201400280
SJ1112199	Syngenta Crop Protection AG, PVP 201400281
SJ1112576	Syngenta Crop Protection AG, PVP 201400282
SJ1112872	Syngenta Crop Protection AG, PVP 201400283
SJ1114205	Syngenta Crop Protection AG, PVP 201400284
SJ1114419	Syngenta Crop Protection AG, PVP 201400285
SJ1210844	Syngenta Crop Protection AG, PVP 201400286
SJ934809	NAM Strain
SL-9	composite of resistant lines from SL1-H
SL2	GP-11
SL4	GP-9
SL5	GP-10
SL91-895	PVP 7900064
Sloan	from Chief by H. W. Smith, W. Frankfort, Illinois
Smith	Monsanto Technology, LLC, PVP 200300019
SN64195	Monsanto Technology, LLC, PVP 200400321
SN70025	Monsanto Technology, LLC, PVP 200300017
SN71173	Monsanto Technology, LLC, PVP 200300118
SN74232	Monsanto Technology, LLC, PVP 200300020
SN76208	Monsanto Technology, LLC, PVP 200300021
SN79525	Monsanto Technology, LLC, PVP 200200034
SN79553	Monsanto Technology, LLC, PVP 200200044
SN79557	Monsanto Technology, LLC, PVP 200200041
SN79582	Monsanto Technology, LLC, PVP 200200042
SN79591	Monsanto Technology, LLC, PVP 200200043
SN79596	Monsanto Technology, LLC, PVP 200200038
SN79624	Monsanto Technology, LLC, PVP 200200039
SN79628	Monsanto Technology, LLC, PVP 200200036
SN79794	Monsanto Technology, LLC, PVP 200300028
SN82691	Monsanto Technology, LLC, PVP 200300025
SN83211	Monsanto Technology, LLC, PVP 200300117
Sohoma	Introduction
Southern States SS391	PVP 9100149
Soygenetics 96-20403	Selection from Soy04-11
Soygenetics N27205C	Brim(1), 
Soyola	Selection from PI 28019
SP3799102	PVP 8300072 
Sparks	Bryco, Inc., PVP 8600119
Spartan	PVP 8800090
Spencer	South Dakota Agricultural Experiment Station, PVP 200300164
Spink	PVP 8100163
Sprite	PVP 9000014
Sprite 87	PVP 9200229
Spry	Soybean Research Foundation
SRF 100	Soybean Research Foundation, Inc., PVP 8100152
SRF 101	Soybean Research Foundation
SRF 150	Soybean Research Foundation, Inc., PVP 7800055
SRF 150P	Soybean Research Foundation, Inc., PVP 7400094
SRF 174-AT	Soybean Research Foundation, Inc., PVP 7400002
SRF 200	Soybean Research Foundation, Inc., PVP 8300092
SRF 205	Soybean Research Foundation, Inc., PVP 7900112
SRF 250	Soybean Research Foundation
SRF 300	Soybean Research Foundation, Inc., PVP 7100017
SRF 307	Soybean Research Foundation, Inc., PVP 7200099
SRF 307B	Soybean Research Foundation, Inc., PVP 7400003
SRF 307P	Soybean Research Foundation
SRF 350	Soybean Research Foundation, Inc., PVP 8100115
SRF 350P	Soybean Research Foundation
SRF 400	Soybean Research Foundation, Inc., PVP 7400005
SRF 425	Soybean Research Foundation, Inc., PVP 7200077
SRF 450	Soybean Research Foundation, Inc., PVP 7900113
SRF 450P	Southern States Cooperative, Inc., PVP 9100148
SS 390	Southern States Cooperative, Inc., PVP 9200144
SS 461	Southern States Cooperative, Inc., PVP 8800116
SS-19561	PVP 9100149; Southern States Cooperative
SS16257-17	Southern States Cooperative
SS91-7138	GP-362
SS93-6012	GP-363
Stafford	Advanta USA, Inc., PVP 8600062
Steele	Scientific Seed Company, Inc., PVP 8000076
Stonewall	GP-360
STPR14-358	F4, Conv., Diversity-Protein, 12.5% exotic
STPR14-446	F4, Conv., Diversity-Protein, 12.5% exotic
STPR14-459	Conv.
STPR14-504	Introduction; Introduced to Canada from China ca. 1931
Stressland	PVP 9800136
Stride	BC5-F1, Strong recurrent parent ; Sprite 87 source of Rps1k, GP-359, 
Strong-Rps1k	STS source from DuPont
Stuart	PVP 9000027
Su92-2121	Northern mexico
Sui Nong 10	CV-508, F4
Summit	Advanta USA, Inc., PVP 8300005
Sumter	PVP 9800137 
Surge	Kaneko Seeds Company, Ltd., PVP 9600189
Suzunishiki	National Agriculture and Food Organization, PVP 200600262
Suzutaka	Japanese tofu variety
SV90-3 MFA/06	Monsanto Technology, LLC, PVP 200300029
SW84112	Monsanto Technology, LLC, PVP 200300023
Swift	U.S. Department of Agriculture/Agriculture Research Service and N.C. Agriculture Research Service, PVP 200100220
SY 105001	South Carolina Agriculture and Forestry Research System, PVP 200100207
SY0107001	Monsanto Technology, LLC, PVP 200200037
Syngenta MT913155b	Syngenta Seeds, Inc., PVP 9600257
Syngenta S00-55	Novartis Seeds, Inc., PVP 9500190
Syngenta S00-66	Novartis Seeds, Inc., PVP 9000262
Syngenta S00-88	Syngenta Seeds, Inc., PVP 200100202
Syngenta S00-A6	Northrup King Company, PVP 8000007
Syngenta S05-12	Syngenta Seeds, Inc., PVP 9800261
Syngenta S05-T6	Novartis Seeds, Inc., PVP 8700111
Syngenta S06-57	Novartis Seeds, Inc., PVP 8900209
Syngenta S07-80	Novartis Seeds, Inc., PVP 9600193
Syngenta S08-80	Novartis Seeds, Inc., PVP 8100146
Syngenta S09-90	Novartis Seeds, Inc., PVP 9400137
Syngenta S10-F2	Novartis Seeds, Inc., PVP 9200168
Syngenta S12-22	Novartis Seeds, Inc., PVP 7500086
Syngenta S12-44	Novartis Seeds, Inc., PVP 9500191
Syngenta S12-49	Novartis Seeds, Inc., PVP 7500085
Syngenta S13-46	Novartis Seeds, Inc., PVP 9700265
Syngenta S13-J6	Novartis Seeds, Inc., PVP 8300088
Syngenta S14-60	Novartis Seeds, Inc., PVP 7300085
Syngenta S14-74	Novartis Seeds, Inc., PVP 7600066
Syngenta S14-92	Novartis Seeds, Inc., PVP 9900316
Syngenta S14-U4	Novartis Seeds, Inc., PVP 8500120
Syngenta S15-50	Novartis Seeds, Inc., PVP 7700078
Syngenta S15-78	Novartis Seeds, Inc., PVP 9400138
Syngenta S16-Y6	Novartis Seeds, Inc., PVP 8900210
Syngenta S17-18	Novartis Seeds, Inc., PVP 9600194
Syngenta S18-11	Novartis Seeds, Inc., PVP 8200093
Syngenta S18-84	PVP 200200138
Syngenta S18-N5	Novartis Seeds, Inc., PVP 8900211
Syngenta S19-90	Novartis Seeds, Inc., PVP 9900317
Syngenta S19-T9	Novartis Seeds, Inc., PVP 9000163
Syngenta S20-20	Novartis Seeds, Inc., PVP 8900212
Syngenta S20-26	Novartis Seeds, Inc., PVP 9500192
Syngenta S20-91	Novartis Seeds, Inc., PVP 8800144
Syngenta S21-98	Novartis Seeds, Inc., PVP 9700266
Syngenta S21-A1	Novartis Seeds, Inc., PVP 9800244
Syngenta S22-C3	Novartis Seeds, Inc., PVP 8400120
Syngenta S23-03	Novartis Seeds, Inc., PVP 9600195
Syngenta S23-06	Novartis Seeds, Inc., PVP 8600145
Syngenta S23-T5	Syngenta Seeds, Inc., PVP 9700318
Syngenta S24-12	Novartis Seeds, Inc., PVP 8500122
Syngenta S24-24	Novartis Seeds, Inc., PVP 9200169
Syngenta S24-92	Novartis Seeds, Inc., PVP 9900314
Syngenta S24-L2	Novartis Seeds, Inc., PVP 9200170
Syngenta S25-07	Novartis Seeds, Inc., PVP 9000164
Syngenta S25-15	Syngenta Seeds, Inc., PVP 200200139
Syngenta S25-D3	PVP 200000234
Syngenta S25-J5	Novartis Seeds, Inc., PVP 8000009
Syngenta S2596	Novartis Seeds, Inc., PVP 8800145
Syngenta S26-06	Novartis Seeds, Inc., PVP 8500117
Syngenta S27-10	Novartis Seeds, Inc., PVP 9200171
Syngenta S28-01	Novartis Seeds, Inc., PVP 9000165
Syngenta S28-G1	Novartis Seeds, Inc., PVP 9700267
Syngenta S28-T3	Novartis Seeds, Inc., PVP 9400139
Syngenta S29-11	Novartis Seeds, Inc., PVP 9500193
Syngenta S29-18	Novartis Seeds, Inc., PVP 8700113
Syngenta S29-20	Novartis Seeds, Inc., PVP 9000166
Syngenta S29-39	Novartis Seeds, Inc., PVP 9300185
Syngenta S30-06	Novartis Seeds, Inc., PVP 8300089
Syngenta S30-31	Novartis Seeds, Inc., PVP 8900213
Syngenta S30-41	Novartis Seeds, Inc., PVP 9900319
Syngenta S30-Y8	Novartis Seeds, Inc., PVP 8900214
Syngenta S32-Z3	Novartis Seeds, Inc., PVP 9200003
Syngenta S33-32	Novartis Seeds, Inc., PVP 8700114
Syngenta S33-45	Novartis Seeds, Inc., PVP 9800245
Syngenta S33-N1	Novartis Seeds, Inc., PVP 8800143
Syngenta S34-19	Novartis Seeds, Inc., PVP 9200172
Syngenta S35-35	Novartis Seeds, Inc., PVP 8800142
Syngenta S36-36	Novartis Seeds, Inc., PVP 9200173
Syngenta S38-83	Syngenta Seeds, Inc., PVP 200100206
Syngenta S38-E9	Novartis Seeds, Inc., PVP 200000235
Syngenta S38-T8	Novartis Seeds, Inc., PVP 9200004
Syngenta S39-11	Novartis Seeds, Inc., PVP 9400140
Syngenta S39-41	Novartis Seeds, Inc., PVP 8400121
Syngenta S39-93	Novartis Seeds, Inc., PVP 8500118
Syngenta S39-U2	Novartis Seeds, Inc., PVP 8100147
Syngenta S40-44	Novartis Seeds, Inc., PVP 7800101
Syngenta S40-55	Novartis Seeds, Inc., PVP 8500119
Syngenta S42-30	Novartis Seeds, Inc., PVP 9300184
Syngenta S42-32	Novartis Seeds, Inc., PVP 8400122
Syngenta S42-40	Novartis Seeds, Inc., PVP 8900215
Syngenta S42-50	Novartis Seeds, Inc., PVP 9400141
Syngenta S42-60	Syngenta Seeds, Inc., PVP 9900315
Syngenta S42-H1	Novartis Seeds, Inc., PVP 9000167
Syngenta S43-34	Syngenta Seeds, Inc., PVP 9700268
Syngenta S43-B5	Novartis Seeds, Inc., PVP 8700112
Syngenta S44-77	Novartis Seeds, Inc., PVP 8300090
Syngenta S45-01	Syngenta Seeds, Inc., PVP 9600353
Syngenta S48-14	Novartis Seeds, Inc., PVP 9000264
Syngenta S48-84	Syngenta Seeds, Inc., PVP 9600354
Syngenta S51-00	Novartis Seeds, Inc., PVP 9400163
Syngenta S52-25	Novartis Seeds, Inc., PVP 8700129
Syngenta S53-34	Novartis Seeds, Inc., PVP 9400164
Syngenta S57-11	Novartis Seeds, Inc., PVP 8600114
Syngenta S59-19	Novartis Seeds, Inc., PVP 9200112
Syngenta S59-60	Novartis Seeds, Inc., PVP 9500194
Syngenta S59-95	Novartis Seeds, Inc., PVP 8800141
Syngenta S61-10	Novartis Seeds, Inc., PVP 9000266
Syngenta S61-89	Novartis Seeds, Inc., PVP 9600355
Syngenta S62-62	Novartis Seeds, Inc., PVP 9300019
Syngenta S62-66	Novartis Seeds, Inc., PVP 9000265
Syngenta S64-23	Syngenta Seeds, Inc., PVP 9600356
Syngenta S65-50	Novartis Seeds, Inc., PVP 9400165
Syngenta S66-90	Syngenta Seeds, Inc., PVP 9600357
Syngenta S67-70	Novartis Seeds, Inc., PVP 8400064
Syngenta S69-54	Novartis Seeds, Inc., PVP 8200165
Syngenta S69-96	Novartis Seeds, Inc., PVP 8200164
Syngenta S72-60	Novartis Seeds, Inc., PVP 8800140
Syngenta S74-40	Novartis Seeds, Inc., PVP 9400012
Syngenta S75-55	Novartis Seeds, Inc., PVP 9900224
Syngenta S80-J2	Novartis Seeds, Inc., PVP 9000263
T00539H117	Introduction; Use the PI number to refer to this strain
T109	from AK
T118	T95
T119	Introduction
T122	y9 mutant of Illini
T145	F3 sib of T181, F3 sib of T181
T180	non-nodulating rjl mutant in Lincoln
T181	Rogue selection from Dunfield
T204	Rogue selection from Peking ca. 1921
T206	Selection from PI 196176
T237	ms2, Male sterile
T70-4	Selection from Manchu
Talon	Introduction
Tamahikari	Landrace; Japan
Tamanishike	Introduction; From seed broker, Japanese probably
Tanloxi	Selection from Otootan
